Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Waveform 1	1	0.000000000	2.982456140	0.0	22050.0
1	Spectrogram 1	1	0.000000000	2.982456140	0.0	22050.0
2	Waveform 1	1	11.111111111	14.853801170	0.0	22050.0
2	Spectrogram 1	1	11.111111111	14.853801170	0.0	22050.0
3	Waveform 1	1	22.982456140	26.023391813	0.0	22050.0
3	Spectrogram 1	1	22.982456140	26.023391813	0.0	22050.0
4	Waveform 1	1	33.742690058	38.011695906	0.0	22050.0
4	Spectrogram 1	1	33.742690058	38.011695906	0.0	22050.0
5	Waveform 1	1	45.204678363	50.292397661	0.0	22050.0
5	Spectrogram 1	1	45.204678363	50.292397661	0.0	22050.0
6	Waveform 1	1	57.884443955	62.094970271	0.0	22050.0
6	Spectrogram 1	1	57.884443955	62.094970271	0.0	22050.0
7	Waveform 1	1	69.054034598	74.258712961	0.0	22050.0
7	Spectrogram 1	1	69.054034598	74.258712961	0.0	22050.0
8	Waveform 1	1	82.504326996	85.545262668	0.0	22050.0
8	Spectrogram 1	1	82.504326996	85.545262668	0.0	22050.0
9	Waveform 1	1	93.966315300	98.235321148	0.0	22050.0
9	Spectrogram 1	1	93.966315300	98.235321148	0.0	22050.0
10	Waveform 1	1	105.194385475	110.691461499	0.0	22050.0
10	Spectrogram 1	1	105.194385475	110.691461499	0.0	22050.0
11	Waveform 1	1	118.250126239	122.051295830	0.0	22050.0
11	Spectrogram 1	1	118.250126239	122.051295830	0.0	22050.0
12	Waveform 1	1	130.472348461	134.858313374	0.0	22050.0
12	Spectrogram 1	1	130.472348461	134.858313374	0.0	22050.0
13	Waveform 1	1	142.811529748	146.905096999	0.0	22050.0
13	Spectrogram 1	1	142.811529748	146.905096999	0.0	22050.0
14	Waveform 1	1	155.501588228	159.887553140	0.0	22050.0
14	Spectrogram 1	1	155.501588228	159.887553140	0.0	22050.0
15	Waveform 1	1	167.416193063	171.509760315	0.0	22050.0
15	Spectrogram 1	1	167.416193063	171.509760315	0.0	22050.0
16	Waveform 1	1	179.579935754	183.264146280	0.0	22050.0
16	Spectrogram 1	1	179.579935754	183.264146280	0.0	22050.0
17	Waveform 1	1	191.860637508	198.293386046	0.0	22050.0
17	Spectrogram 1	1	191.860637508	198.293386046	0.0	22050.0
18	Waveform 1	1	203.753507246	207.788594965	0.0	22050.0
18	Spectrogram 1	1	203.753507246	207.788594965	0.0	22050.0
19	Waveform 1	1	214.747659293	219.776899059	0.0	22050.0
19	Spectrogram 1	1	214.747659293	219.776899059	0.0	22050.0
20	Waveform 1	1	227.203799644	231.823682685	0.0	22050.0
20	Spectrogram 1	1	227.203799644	231.823682685	0.0	22050.0
21	Waveform 1	1	239.514923659	243.550011378	0.0	22050.0
21	Spectrogram 1	1	239.514923659	243.550011378	0.0	22050.0
22	Waveform 1	1	250.801473367	255.421356408	0.0	22050.0
22	Spectrogram 1	1	250.801473367	255.421356408	0.0	22050.0
23	Waveform 1	1	264.427204361	268.754689741	0.0	22050.0
23	Spectrogram 1	1	264.427204361	268.754689741	0.0	22050.0
24	Waveform 1	1	275.362876875	280.041239449	0.0	22050.0
24	Spectrogram 1	1	275.362876875	280.041239449	0.0	22050.0
25	Waveform 1	1	287.799808354	291.425539348	0.0	22050.0
25	Spectrogram 1	1	287.799808354	291.425539348	0.0	22050.0
26	Waveform 1	1	299.320276191	304.407995489	0.0	22050.0
26	Spectrogram 1	1	299.320276191	304.407995489	0.0	22050.0
27	Waveform 1	1	312.302732331	316.103901922	0.0	22050.0
27	Spectrogram 1	1	312.302732331	316.103901922	0.0	22050.0
28	Waveform 1	1	325.402147536	329.027878530	0.0	22050.0
28	Spectrogram 1	1	325.402147536	329.027878530	0.0	22050.0
29	Waveform 1	1	336.754870949	340.614520072	0.0	22050.0
29	Spectrogram 1	1	336.754870949	340.614520072	0.0	22050.0
30	Waveform 1	1	348.158379721	352.328004535	0.0	22050.0
30	Spectrogram 1	1	348.158379721	352.328004535	0.0	22050.0
