Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Waveform 1	1	0.233918129	2.397660819	0.0	22050.0
1	Spectrogram 1	1	0.233918129	2.397660819	0.0	22050.0
2	Waveform 1	1	11.111111111	15.380116959	0.0	22050.0
2	Spectrogram 1	1	11.111111111	15.380116959	0.0	22050.0
3	Waveform 1	1	23.333333333	26.783625731	0.0	22050.0
3	Spectrogram 1	1	23.333333333	26.783625731	0.0	22050.0
4	Waveform 1	1	35.380116959	39.298245614	0.0	22050.0
4	Spectrogram 1	1	35.380116959	39.298245614	0.0	22050.0
5	Waveform 1	1	45.730994152	51.228070175	0.0	22050.0
5	Spectrogram 1	1	45.730994152	51.228070175	0.0	22050.0
6	Waveform 1	1	58.634045529	63.195449038	0.0	22050.0
6	Spectrogram 1	1	58.634045529	63.195449038	0.0	22050.0
7	Waveform 1	1	70.856267751	75.359191728	0.0	22050.0
7	Spectrogram 1	1	70.856267751	75.359191728	0.0	22050.0
8	Waveform 1	1	81.967378862	87.581413950	0.0	22050.0
8	Spectrogram 1	1	81.967378862	87.581413950	0.0	22050.0
9	Waveform 1	1	95.066794067	99.979074769	0.0	22050.0
9	Spectrogram 1	1	95.066794067	99.979074769	0.0	22050.0
10	Waveform 1	1	107.324117528	111.300725715	0.0	22050.0
10	Spectrogram 1	1	107.324117528	111.300725715	0.0	22050.0
11	Waveform 1	1	118.610667236	124.751018113	0.0	22050.0
11	Spectrogram 1	1	118.610667236	124.751018113	0.0	22050.0
12	Waveform 1	1	132.002480101	136.622363142	0.0	22050.0
12	Spectrogram 1	1	132.002480101	136.622363142	0.0	22050.0
13	Waveform 1	1	145.277333902	150.014176008	0.0	22050.0
13	Spectrogram 1	1	145.277333902	150.014176008	0.0	22050.0
14	Waveform 1	1	157.616515189	162.353357294	0.0	22050.0
14	Spectrogram 1	1	157.616515189	162.353357294	0.0	22050.0
15	Waveform 1	1	170.050503777	174.845825415	0.0	22050.0
15	Spectrogram 1	1	170.050503777	174.845825415	0.0	22050.0
16	Waveform 1	1	181.687930678	187.594363426	0.0	22050.0
16	Spectrogram 1	1	181.687930678	187.594363426	0.0	22050.0
17	Waveform 1	1	196.132375122	200.986176292	0.0	22050.0
17	Spectrogram 1	1	196.132375122	200.986176292	0.0	22050.0
18	Waveform 1	1	208.179158748	213.208398514	0.0	22050.0
18	Spectrogram 1	1	208.179158748	213.208398514	0.0	22050.0
19	Waveform 1	1	220.700994304	225.788713602	0.0	22050.0
19	Spectrogram 1	1	220.700994304	225.788713602	0.0	22050.0
20	Waveform 1	1	233.332573251	238.244853953	0.0	22050.0
20	Spectrogram 1	1	233.332573251	238.244853953	0.0	22050.0
21	Waveform 1	1	246.373508924	251.519707754	0.0	22050.0
21	Spectrogram 1	1	246.373508924	251.519707754	0.0	22050.0
22	Waveform 1	1	258.595731146	263.800409508	0.0	22050.0
22	Spectrogram 1	1	258.595731146	263.800409508	0.0	22050.0
23	Waveform 1	1	271.307797875	275.693762788	0.0	22050.0
23	Spectrogram 1	1	271.307797875	275.693762788	0.0	22050.0
24	Waveform 1	1	283.646979162	287.740546413	0.0	22050.0
24	Spectrogram 1	1	283.646979162	287.740546413	0.0	22050.0
25	Waveform 1	1	296.337037641	299.845809571	0.0	22050.0
25	Spectrogram 1	1	296.337037641	299.845809571	0.0	22050.0
26	Waveform 1	1	307.968101629	311.769271219	0.0	22050.0
26	Spectrogram 1	1	307.968101629	311.769271219	0.0	22050.0
27	Waveform 1	1	318.728335547	324.576288763	0.0	22050.0
27	Spectrogram 1	1	318.728335547	324.576288763	0.0	22050.0
28	Waveform 1	1	332.412546073	336.856990518	0.0	22050.0
28	Spectrogram 1	1	332.412546073	336.856990518	0.0	22050.0
29	Waveform 1	1	343.991493442	348.845294611	0.0	22050.0
29	Spectrogram 1	1	343.991493442	348.845294611	0.0	22050.0
30	Waveform 1	1	356.896269485	360.463520947	0.0	22050.0
30	Spectrogram 1	1	356.896269485	360.463520947	0.0	22050.0
