Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Waveform 1	1	0.000000000	2.631578947	0.0	22050.0
1	Spectrogram 1	1	0.000000000	2.631578947	0.0	22050.0
2	Waveform 1	1	10.467836257	13.625730994	0.0	22050.0
2	Spectrogram 1	1	10.467836257	13.625730994	0.0	22050.0
3	Waveform 1	1	22.046783626	25.555555556	0.0	22050.0
3	Spectrogram 1	1	22.046783626	25.555555556	0.0	22050.0
4	Waveform 1	1	34.795321637	37.777777778	0.0	22050.0
4	Spectrogram 1	1	34.795321637	37.777777778	0.0	22050.0
5	Waveform 1	1	46.257309942	49.239766082	0.0	22050.0
5	Spectrogram 1	1	46.257309942	49.239766082	0.0	22050.0
6	Waveform 1	1	57.070542863	60.286917132	0.0	22050.0
6	Spectrogram 1	1	57.070542863	60.286917132	0.0	22050.0
7	Waveform 1	1	69.234285553	72.450659822	0.0	22050.0
7	Spectrogram 1	1	69.234285553	72.450659822	0.0	22050.0
8	Waveform 1	1	82.041303097	84.965279705	0.0	22050.0
8	Spectrogram 1	1	82.041303097	84.965279705	0.0	22050.0
9	Waveform 1	1	93.795689062	96.544227073	0.0	22050.0
9	Spectrogram 1	1	93.795689062	96.544227073	0.0	22050.0
10	Waveform 1	1	105.140718301	108.649490231	0.0	22050.0
10	Spectrogram 1	1	105.140718301	108.649490231	0.0	22050.0
11	Waveform 1	1	118.226683222	121.267618895	0.0	22050.0
11	Spectrogram 1	1	118.226683222	121.267618895	0.0	22050.0
12	Waveform 1	1	129.981069187	133.138963924	0.0	22050.0
12	Spectrogram 1	1	129.981069187	133.138963924	0.0	22050.0
13	Waveform 1	1	141.033700766	144.074636439	0.0	22050.0
13	Spectrogram 1	1	141.033700766	144.074636439	0.0	22050.0
14	Waveform 1	1	153.197443456	156.647735854	0.0	22050.0
14	Spectrogram 1	1	153.197443456	156.647735854	0.0	22050.0
15	Waveform 1	1	165.531162627	168.806016428	0.0	22050.0
15	Spectrogram 1	1	165.531162627	168.806016428	0.0	22050.0
16	Waveform 1	1	177.460987188	181.729993036	0.0	22050.0
16	Spectrogram 1	1	177.460987188	181.729993036	0.0	22050.0
17	Waveform 1	1	190.969759118	193.776776662	0.0	22050.0
17	Spectrogram 1	1	190.969759118	193.776776662	0.0	22050.0
18	Waveform 1	1	202.197829294	206.876191867	0.0	22050.0
18	Spectrogram 1	1	202.197829294	206.876191867	0.0	22050.0
19	Waveform 1	1	214.728278467	218.412488994	0.0	22050.0
19	Spectrogram 1	1	214.728278467	218.412488994	0.0	22050.0
20	Waveform 1	1	226.775062093	229.932956830	0.0	22050.0
20	Spectrogram 1	1	226.775062093	229.932956830	0.0	22050.0
21	Waveform 1	1	238.412488994	242.856933438	0.0	22050.0
21	Spectrogram 1	1	238.412488994	242.856933438	0.0	22050.0
22	Waveform 1	1	251.570285700	254.201864648	0.0	22050.0
22	Spectrogram 1	1	251.570285700	254.201864648	0.0	22050.0
23	Waveform 1	1	262.564437747	266.891923127	0.0	22050.0
23	Spectrogram 1	1	262.564437747	266.891923127	0.0	22050.0
24	Waveform 1	1	274.786659969	278.295431899	0.0	22050.0
24	Spectrogram 1	1	274.786659969	278.295431899	0.0	22050.0
25	Waveform 1	1	285.801950414	289.953997197	0.0	22050.0
25	Spectrogram 1	1	285.801950414	289.953997197	0.0	22050.0
26	Waveform 1	1	309.837038133	313.521248659	0.0	22050.0
26	Spectrogram 1	1	309.837038133	313.521248659	0.0	22050.0
27	Waveform 1	1	322.346214314	325.211711390	0.0	22050.0
27	Spectrogram 1	1	322.346214314	325.211711390	0.0	22050.0
28	Waveform 1	1	333.749723086	337.375454080	0.0	22050.0
28	Spectrogram 1	1	333.749723086	337.375454080	0.0	22050.0
29	Waveform 1	1	345.738027179	348.975532880	0.0	22050.0
29	Spectrogram 1	1	345.738027179	348.975532880	0.0	22050.0
