Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Waveform 1	1	0.000000000	1.761335705	0.0	22050.0
1	Spectrogram 1	1	0.000000000	1.761335705	0.0	22050.0
2	Waveform 1	1	11.389970890	13.092595405	0.0	22050.0
2	Spectrogram 1	1	11.389970890	13.092595405	0.0	22050.0
3	Waveform 1	1	22.603808210	24.658699866	0.0	22050.0
3	Spectrogram 1	1	22.603808210	24.658699866	0.0	22050.0
4	Waveform 1	1	34.228623861	36.283515517	0.0	22050.0
4	Spectrogram 1	1	34.228623861	36.283515517	0.0	22050.0
5	Waveform 1	1	45.501172371	47.967042358	0.0	22050.0
5	Spectrogram 1	1	45.501172371	47.967042358	0.0	22050.0
6	Waveform 1	1	56.860626809	60.031031077	0.0	22050.0
6	Spectrogram 1	1	56.860626809	60.031031077	0.0	22050.0
7	Waveform 1	1	69.248687932	71.831980299	0.0	22050.0
7	Spectrogram 1	1	69.248687932	71.831980299	0.0	22050.0
8	Waveform 1	1	81.225770724	83.867774281	0.0	22050.0
8	Spectrogram 1	1	81.225770724	83.867774281	0.0	22050.0
9	Waveform 1	1	92.791875184	95.199033981	0.0	22050.0
9	Spectrogram 1	1	92.791875184	95.199033981	0.0	22050.0
10	Waveform 1	1	104.240557265	106.706427252	0.0	22050.0
10	Spectrogram 1	1	104.240557265	106.706427252	0.0	22050.0
11	Waveform 1	1	116.230853585	118.461878811	0.0	22050.0
11	Spectrogram 1	1	116.230853585	118.461878811	0.0	22050.0
12	Waveform 1	1	128.207936377	130.380250413	0.0	22050.0
12	Spectrogram 1	1	128.207936377	130.380250413	0.0	22050.0
13	Waveform 1	1	139.832752028	142.063777254	0.0	22050.0
13	Spectrogram 1	1	139.832752028	142.063777254	0.0	22050.0
14	Waveform 1	1	151.751123630	154.040860046	0.0	22050.0
14	Spectrogram 1	1	151.751123630	154.040860046	0.0	22050.0
15	Waveform 1	1	163.082383330	165.665675697	0.0	22050.0
15	Spectrogram 1	1	163.082383330	165.665675697	0.0	22050.0
16	Waveform 1	1	175.061657463	177.468816259	0.0	22050.0
16	Spectrogram 1	1	175.061657463	177.468816259	0.0	22050.0
17	Waveform 1	1	186.921317874	188.976209530	0.0	22050.0
17	Spectrogram 1	1	186.921317874	188.976209530	0.0	22050.0
18	Waveform 1	1	198.252577575	200.659736371	0.0	22050.0
18	Spectrogram 1	1	198.252577575	200.659736371	0.0	22050.0
19	Waveform 1	1	209.936104416	212.519396783	0.0	22050.0
19	Spectrogram 1	1	209.936104416	212.519396783	0.0	22050.0
20	Waveform 1	1	221.971898398	224.555190765	0.0	22050.0
20	Spectrogram 1	1	221.971898398	224.555190765	0.0	22050.0
21	Waveform 1	1	233.998492327	235.935961602	0.0	22050.0
21	Spectrogram 1	1	233.998492327	235.935961602	0.0	22050.0
22	Waveform 1	1	245.505885597	248.030466774	0.0	22050.0
22	Spectrogram 1	1	245.505885597	248.030466774	0.0	22050.0
23	Waveform 1	1	257.482968389	260.301105517	0.0	22050.0
23	Spectrogram 1	1	257.482968389	260.301105517	0.0	22050.0
24	Waveform 1	1	269.166495230	271.103964505	0.0	22050.0
24	Spectrogram 1	1	269.166495230	271.103964505	0.0	22050.0
25	Waveform 1	1	280.732599691	282.728780156	0.0	22050.0
25	Spectrogram 1	1	280.732599691	282.728780156	0.0	22050.0
26	Waveform 1	1	291.835476724	294.301346711	0.0	22050.0
26	Spectrogram 1	1	291.835476724	294.301346711	0.0	22050.0
27	Waveform 1	1	303.636425946	305.867451171	0.0	22050.0
27	Spectrogram 1	1	303.636425946	305.867451171	0.0	22050.0
28	Waveform 1	1	315.613508737	317.961956344	0.0	22050.0
28	Spectrogram 1	1	315.613508737	317.961956344	0.0	22050.0
29	Waveform 1	1	327.003479628	329.528060805	0.0	22050.0
29	Spectrogram 1	1	327.003479628	329.528060805	0.0	22050.0
30	Waveform 1	1	338.857091167	340.755782313	0.0	22050.0
30	Spectrogram 1	1	338.857091167	340.755782313	0.0	22050.0
