Selection	View	Channel	begin time (s)	end time (s)	Low Freq (Hz)	High Freq (Hz)
1	Waveform 1	1	298	301.0409357	0	22050
1	Spectrogram 1	1	298	301.0409357	0	22050
2	Waveform 1	1	308.994152	312.9122807	0	22050
2	Spectrogram 1	1	308.994152	312.9122807	0	22050
3	Waveform 1	1	320.5146199	324.0233918	0	22050
3	Spectrogram 1	1	320.5146199	324.0233918	0	22050
4	Waveform 1	1	331.9181287	335.3099415	0	22050
4	Spectrogram 1	1	331.9181287	335.3099415	0	22050
5	Waveform 1	1	342.7953216	345.251462	0	22050
5	Spectrogram 1	1	342.7953216	345.251462	0	22050
6	Waveform 1	1	354.1258413	357.7515723	0	22050
6	Spectrogram 1	1	354.1258413	357.7515723	0	22050
7	Waveform 1	1	365.9971863	369.7398763	0	22050
7	Spectrogram 1	1	365.9971863	369.7398763	0	22050
8	Waveform 1	1	377.6930927	382.3129758	0	22050
8	Spectrogram 1	1	377.6930927	382.3129758	0	22050
9	Waveform 1	1	390.1492331	393.7164845	0	22050
9	Spectrogram 1	1	390.1492331	393.7164845	0	22050
10	Waveform 1	1	402.0939478	404.7840062	0	22050
10	Spectrogram 1	1	402.0939478	404.7840062	0	22050
11	Waveform 1	1	414.1407314	416.9477489	0	22050
11	Spectrogram 1	1	414.1407314	416.9477489	0	22050
12	Waveform 1	1	426.0120764	429.6378074	0	22050
12	Spectrogram 1	1	426.0120764	429.6378074	0	22050
13	Waveform 1	1	438.1173396	442.0939478	0	22050
13	Spectrogram 1	1	438.1173396	442.0939478	0	22050
14	Waveform 1	1	449.1699712	452.444825	0	22050
14	Spectrogram 1	1	449.1699712	452.444825	0	22050
15	Waveform 1	1	460.7392716	464.5989207	0	22050
15	Spectrogram 1	1	460.7392716	464.5989207	0	22050
16	Waveform 1	1	472.9614938	475.3006751	0	22050
16	Spectrogram 1	1	472.9614938	475.3006751	0	22050
17	Waveform 1	1	484.3650026	487.815295	0	22050
17	Spectrogram 1	1	484.3650026	487.815295	0	22050
18	Waveform 1	1	496.1778681	499.6281604	0	22050
18	Spectrogram 1	1	496.1778681	499.6281604	0	22050
19	Waveform 1	1	507.568983	510.6099187	0	22050
19	Spectrogram 1	1	507.568983	510.6099187	0	22050
20	Waveform 1	1	519.323369	522.1303865	0	22050
20	Spectrogram 1	1	519.323369	522.1303865	0	22050
21	Waveform 1	1	530.6099187	533.8847725	0	22050
21	Spectrogram 1	1	530.6099187	533.8847725	0	22050
22	Waveform 1	1	541.8610501	544.9604653	0	22050
22	Spectrogram 1	1	541.8610501	544.9604653	0	22050
23	Waveform 1	1	553.0306407	556.0715764	0	22050
23	Spectrogram 1	1	553.0306407	556.0715764	0	22050
24	Waveform 1	1	564.2002314	567.4166057	0	22050
24	Spectrogram 1	1	564.2002314	567.4166057	0	22050
25	Waveform 1	1	575.6037402	578.8201144	0	22050
25	Spectrogram 1	1	575.6037402	578.8201144	0	22050
26	Waveform 1	1	586.6563717	590.6329799	0	22050
26	Spectrogram 1	1	586.6563717	590.6329799	0	22050
27	Waveform 1	1	598.6795634	601.6620195	0	22050
27	Spectrogram 1	1	598.6795634	601.6620195	0	22050
28	Waveform 1	1	609.2643587	613.474885	0	22050
28	Spectrogram 1	1	609.2643587	613.474885	0	22050
29	Waveform 1	1	622.1298558	625.6386277	0	22050
29	Spectrogram 1	1	622.1298558	625.6386277	0	22050
30	Waveform 1	1	634.0012008	636.1913379	0	22050
30	Spectrogram 1	1	634.0012008	636.1913379	0	22050
