Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Waveform 1	1	0.000000000	2.046783626	0.0	22050.0
1	Spectrogram 1	1	0.000000000	2.046783626	0.0	22050.0
2	Waveform 1	1	11.286549708	14.298245614	0.0	22050.0
2	Spectrogram 1	1	11.286549708	14.298245614	0.0	22050.0
3	Waveform 1	1	23.742690058	26.403508772	0.0	22050.0
3	Spectrogram 1	1	23.742690058	26.403508772	0.0	22050.0
4	Waveform 1	1	35.126980856	37.758559803	0.0	22050.0
4	Spectrogram 1	1	35.126980856	37.758559803	0.0	22050.0
5	Waveform 1	1	47.144524716	49.191308341	0.0	22050.0
5	Spectrogram 1	1	47.144524716	49.191308341	0.0	22050.0
6	Waveform 1	1	58.471136132	61.570551337	0.0	22050.0
6	Spectrogram 1	1	58.471136132	61.570551337	0.0	22050.0
7	Waveform 1	1	70.985756015	73.880492857	0.0	22050.0
7	Spectrogram 1	1	70.985756015	73.880492857	0.0	22050.0
8	Waveform 1	1	82.838683221	85.060905443	0.0	22050.0
8	Spectrogram 1	1	82.838683221	85.060905443	0.0	22050.0
9	Waveform 1	1	94.563829420	97.224648133	0.0	22050.0
9	Spectrogram 1	1	94.563829420	97.224648133	0.0	22050.0
10	Waveform 1	1	105.816344008	108.652601318	0.0	22050.0
10	Spectrogram 1	1	105.816344008	108.652601318	0.0	22050.0
11	Waveform 1	1	117.921607166	120.670145177	0.0	22050.0
11	Spectrogram 1	1	117.921607166	120.670145177	0.0	22050.0
12	Waveform 1	1	129.428199852	131.416503946	0.0	22050.0
12	Spectrogram 1	1	129.428199852	131.416503946	0.0	22050.0
13	Waveform 1	1	141.241065349	143.258609209	0.0	22050.0
13	Spectrogram 1	1	141.241065349	143.258609209	0.0	22050.0
14	Waveform 1	1	152.918153883	155.725171427	0.0	22050.0
14	Spectrogram 1	1	152.918153883	155.725171427	0.0	22050.0
15	Waveform 1	1	164.350902421	166.836282538	0.0	22050.0
15	Spectrogram 1	1	164.350902421	166.836282538	0.0	22050.0
16	Waveform 1	1	176.291949000	178.543410989	0.0	22050.0
16	Spectrogram 1	1	176.291949000	178.543410989	0.0	22050.0
17	Waveform 1	1	187.929375901	190.151598123	0.0	22050.0
17	Spectrogram 1	1	187.929375901	190.151598123	0.0	22050.0
18	Waveform 1	1	199.046766281	201.561386164	0.0	22050.0
18	Spectrogram 1	1	199.046766281	201.561386164	0.0	22050.0
19	Waveform 1	1	210.694998470	213.940612505	0.0	22050.0
19	Spectrogram 1	1	210.694998470	213.940612505	0.0	22050.0
20	Waveform 1	1	222.975700225	225.841197301	0.0	22050.0
20	Spectrogram 1	1	222.975700225	225.841197301	0.0	22050.0
21	Waveform 1	1	234.619022972	237.338321218	0.0	22050.0
21	Spectrogram 1	1	234.619022972	237.338321218	0.0	22050.0
22	Waveform 1	1	246.519607768	249.355865078	0.0	22050.0
22	Spectrogram 1	1	246.519607768	249.355865078	0.0	22050.0
23	Waveform 1	1	258.298432594	260.871532009	0.0	22050.0
23	Spectrogram 1	1	258.298432594	260.871532009	0.0	22050.0
24	Waveform 1	1	269.848140196	272.011882886	0.0	22050.0
24	Spectrogram 1	1	269.848140196	272.011882886	0.0	22050.0
25	Waveform 1	1	281.535508753	284.459485361	0.0	22050.0
25	Spectrogram 1	1	281.535508753	284.459485361	0.0	22050.0
26	Waveform 1	1	293.465333314	296.009192963	0.0	22050.0
26	Spectrogram 1	1	293.465333314	296.009192963	0.0	22050.0
27	Waveform 1	1	305.425745264	307.998844679	0.0	22050.0
27	Spectrogram 1	1	305.425745264	307.998844679	0.0	22050.0
28	Waveform 1	1	317.355569825	320.338025965	0.0	22050.0
28	Spectrogram 1	1	317.355569825	320.338025965	0.0	22050.0
29	Waveform 1	1	329.008361342	331.318302862	0.0	22050.0
29	Spectrogram 1	1	329.008361342	331.318302862	0.0	22050.0
30	Waveform 1	1	340.382630348	342.517133272	0.0	22050.0
30	Spectrogram 1	1	340.382630348	342.517133272	0.0	22050.0
