Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Waveform 1	1	301.9952794	305.4729653	0	22050
1	Spectrogram 1	1	301.9952794	305.4729653	0	22050
2	Waveform 1	1	314.2862861	318.0592514	0	22050
2	Spectrogram 1	1	314.2862861	318.0592514	0	22050
3	Waveform 1	1	326.5772927	330.2395282	0	22050
3	Spectrogram 1	1	326.5772927	330.2395282	0	22050
4	Waveform 1	1	338.7206596	342.456715	0	22050
4	Spectrogram 1	1	338.7206596	342.456715	0	22050
5	Waveform 1	1	351.5653151	355.3013705	0	22050
5	Spectrogram 1	1	351.5653151	355.3013705	0	22050
6	Waveform 1	1	363.7455918	367.7769266	0	22050
6	Spectrogram 1	1	363.7455918	367.7769266	0	22050
7	Waveform 1	1	376.4426076	380.5108524	0	22050
7	Spectrogram 1	1	376.4426076	380.5108524	0	22050
8	Waveform 1	1	388.7336142	392.3220299	0	22050
8	Spectrogram 1	1	388.7336142	392.3220299	0	22050
9	Waveform 1	1	400.9877109	404.6499464	0	22050
9	Spectrogram 1	1	400.9877109	404.6499464	0	22050
10	Waveform 1	1	413.5370871	417.4207821	0	22050
10	Spectrogram 1	1	413.5370871	417.4207821	0	22050
11	Waveform 1	1	426.160283	429.5272391	0	22050
11	Spectrogram 1	1	426.160283	429.5272391	0	22050
12	Waveform 1	1	437.9714606	441.5598762	0	22050
12	Spectrogram 1	1	437.9714606	441.5598762	0	22050
13	Waveform 1	1	450.2624672	453.7032431	0	22050
13	Spectrogram 1	1	450.2624672	453.7032431	0	22050
14	Waveform 1	1	462.2581944	465.6620604	0	22050
14	Spectrogram 1	1	462.2581944	465.6620604	0	22050
15	Waveform 1	1	474.2170116	477.6946975	0	22050
15	Spectrogram 1	1	474.2170116	477.6946975	0	22050
16	Waveform 1	1	486.3972884	489.8011544	0	22050
16	Spectrogram 1	1	486.3972884	489.8011544	0	22050
17	Waveform 1	1	498.1346461	502.0552511	0	22050
17	Spectrogram 1	1	498.1346461	502.0552511	0	22050
18	Waveform 1	1	510.278013	513.9402485	0	22050
18	Spectrogram 1	1	510.278013	513.9402485	0	22050
19	Waveform 1	1	522.3106501	525.9359757	0	22050
19	Spectrogram 1	1	522.3106501	525.9359757	0	22050
20	Waveform 1	1	534.3801972	538.1531625	0	22050
20	Spectrogram 1	1	534.3801972	538.1531625	0	22050
21	Waveform 1	1	546.0806449	549.3737811	0	22050
21	Spectrogram 1	1	546.0806449	549.3737811	0	22050
22	Waveform 1	1	557.4119933	560.7051296	0	22050
22	Spectrogram 1	1	557.4119933	560.7051296	0	22050
23	Waveform 1	1	569.4446305	572.3317574	0	22050
23	Spectrogram 1	1	569.4446305	572.3317574	0	22050
24	Waveform 1	1	580.4806995	583.589286	0	22050
24	Spectrogram 1	1	580.4806995	583.589286	0	22050
25	Waveform 1	1	592.3287869	595.4004635	0	22050
25	Spectrogram 1	1	592.3287869	595.4004635	0	22050
26	Waveform 1	1	603.5863155	606.8056319	0	22050
26	Spectrogram 1	1	603.5863155	606.8056319	0	22050
27	Waveform 1	1	615.0653037	618.0631604	0	22050
27	Spectrogram 1	1	615.0653037	618.0631604	0	22050
28	Waveform 1	1	626.7288415	629.9850677	0	22050
28	Spectrogram 1	1	626.7288415	629.9850677	0	22050
29	Waveform 1	1	638.0601899	641.0949566	0	22050
29	Spectrogram 1	1	638.0601899	641.0949566	0	22050
30	Waveform 1	1	649.7975476	652.8323143	0	22050
30	Spectrogram 1	1	649.7975476	652.8323143	0	22050
