Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Waveform 1	1	0.000000000	3.625730994	0.0	22050.0
1	Spectrogram 1	1	0.000000000	3.625730994	0.0	22050.0
2	Waveform 1	1	10.292397661	16.432748538	0.0	22050.0
2	Spectrogram 1	1	10.292397661	16.432748538	0.0	22050.0
3	Waveform 1	1	23.508771930	28.479532164	0.0	22050.0
3	Spectrogram 1	1	23.508771930	28.479532164	0.0	22050.0
4	Waveform 1	1	36.374269006	40.526315789	0.0	22050.0
4	Spectrogram 1	1	36.374269006	40.526315789	0.0	22050.0
5	Waveform 1	1	48.888888889	51.695906433	0.0	22050.0
5	Spectrogram 1	1	48.888888889	51.695906433	0.0	22050.0
6	Waveform 1	1	60.056423332	65.202622162	0.0	22050.0
6	Spectrogram 1	1	60.056423332	65.202622162	0.0	22050.0
7	Waveform 1	1	73.155838536	77.775721577	0.0	22050.0
7	Spectrogram 1	1	73.155838536	77.775721577	0.0	22050.0
8	Waveform 1	1	86.606130934	89.880984735	0.0	22050.0
8	Spectrogram 1	1	86.606130934	89.880984735	0.0	22050.0
9	Waveform 1	1	98.711394092	102.629522747	0.0	22050.0
9	Spectrogram 1	1	98.711394092	102.629522747	0.0	22050.0
10	Waveform 1	1	110.641218653	114.617826840	0.0	22050.0
10	Spectrogram 1	1	110.641218653	114.617826840	0.0	22050.0
11	Waveform 1	1	122.856866674	126.190200007	0.0	22050.0
11	Spectrogram 1	1	122.856866674	126.190200007	0.0	22050.0
12	Waveform 1	1	135.137568428	138.178504101	0.0	22050.0
12	Spectrogram 1	1	135.137568428	138.178504101	0.0	22050.0
13	Waveform 1	1	147.359790650	150.342246791	0.0	22050.0
13	Spectrogram 1	1	147.359790650	150.342246791	0.0	22050.0
14	Waveform 1	1	159.289615212	163.792539188	0.0	22050.0
14	Spectrogram 1	1	159.289615212	163.792539188	0.0	22050.0
15	Waveform 1	1	171.453357902	175.429966089	0.0	22050.0
15	Spectrogram 1	1	171.453357902	175.429966089	0.0	22050.0
16	Waveform 1	1	183.809538461	186.791994601	0.0	22050.0
16	Spectrogram 1	1	183.809538461	186.791994601	0.0	22050.0
17	Waveform 1	1	196.090240215	199.014216824	0.0	22050.0
17	Spectrogram 1	1	196.090240215	199.014216824	0.0	22050.0
18	Waveform 1	1	207.376789923	210.534684660	0.0	22050.0
18	Spectrogram 1	1	207.376789923	210.534684660	0.0	22050.0
19	Waveform 1	1	219.072696356	223.341702204	0.0	22050.0
19	Spectrogram 1	1	219.072696356	223.341702204	0.0	22050.0
20	Waveform 1	1	232.815386414	236.616556005	0.0	22050.0
20	Spectrogram 1	1	232.815386414	236.616556005	0.0	22050.0
21	Waveform 1	1	245.505666484	249.657713267	0.0	22050.0
21	Spectrogram 1	1	245.505666484	249.657713267	0.0	22050.0
22	Waveform 1	1	259.014438414	262.523210343	0.0	22050.0
22	Spectrogram 1	1	259.014438414	262.523210343	0.0	22050.0
23	Waveform 1	1	270.476426718	274.511514437	0.0	22050.0
23	Spectrogram 1	1	270.476426718	274.511514437	0.0	22050.0
24	Waveform 1	1	283.166485197	285.681105080	0.0	22050.0
24	Spectrogram 1	1	283.166485197	285.681105080	0.0	22050.0
25	Waveform 1	1	295.224259234	299.200867422	0.0	22050.0
25	Spectrogram 1	1	295.224259234	299.200867422	0.0	22050.0
26	Waveform 1	1	307.855838182	311.598528240	0.0	22050.0
26	Spectrogram 1	1	307.855838182	311.598528240	0.0	22050.0
27	Waveform 1	1	319.902621808	323.703791398	0.0	22050.0
27	Spectrogram 1	1	319.902621808	323.703791398	0.0	22050.0
28	Waveform 1	1	332.788684006	336.882251258	0.0	22050.0
28	Spectrogram 1	1	332.788684006	336.882251258	0.0	22050.0
29	Waveform 1	1	345.244824357	349.045993948	0.0	22050.0
29	Spectrogram 1	1	345.244824357	349.045993948	0.0	22050.0
30	Waveform 1	1	357.116169387	360.323197279	0.0	22050.0
30	Spectrogram 1	1	357.116169387	360.323197279	0.0	22050.0
