"","Selection","View","Channel","Begin Time (s)","End Time (s)","Low Freq (Hz)","High Freq (Hz)","Bird","Trial Type","Signal Type","Stim Type","Response","Overlapping","Notes","SongNum","SongSel","Duration","SongPath","SongPath2"
"1",1,"Waveform 1",1,10,11.6245804988662,1,1,"YB","Afternoon","S","Slow","","","","Song 8","Afternoon1",1.62458049886621,"C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 8-Slow","C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 8-Slow-Afternoon1-Silent.wav"
"31",1,"Spectrogram 1",1,10,11.6245804988662,1,1,"YB","Afternoon","S","Slow","","","","Song 8","Afternoon1",1.62458049886621,"C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 8-Slow","C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 8-Slow-Afternoon1-Silent.wav"
"2",2,"Waveform 1",1,21.6245804988662,23.3392743764172,1,1,"YB","Afternoon","S","Control","","","","Song 17","Afternoon1",1.71469387755102,"C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 17-Control","C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 17-Control-Afternoon1-Silent.wav"
"32",2,"Spectrogram 1",1,21.6245804988662,23.3392743764172,1,1,"YB","Afternoon","S","Control","","","","Song 17","Afternoon1",1.71469387755102,"C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 17-Control","C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 17-Control-Afternoon1-Silent.wav"
"3",3,"Waveform 1",1,33.3392743764172,35.6309977324263,1,1,"YB","Afternoon","S","Fast","","","","Song 1","Afternoon1",2.29172335600907,"C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 1-Fast","C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 1-Fast-Afternoon1-Silent.wav"
"33",3,"Spectrogram 1",1,33.3392743764172,35.6309977324263,1,1,"YB","Afternoon","S","Fast","","","","Song 1","Afternoon1",2.29172335600907,"C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 1-Fast","C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 1-Fast-Afternoon1-Silent.wav"
"4",4,"Waveform 1",1,45.6309977324263,47.2555782312925,1,1,"YB","Afternoon","S","Slow","","","","Song 8","Afternoon1",1.62458049886621,"C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 8-Slow","C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 8-Slow-Afternoon1-Silent.wav"
"34",4,"Spectrogram 1",1,45.6309977324263,47.2555782312925,1,1,"YB","Afternoon","S","Slow","","","","Song 8","Afternoon1",1.62458049886621,"C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 8-Slow","C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 8-Slow-Afternoon1-Silent.wav"
"5",5,"Waveform 1",1,57.2555782312925,58.9702721088435,1,1,"YB","Afternoon","S","Control","","","","Song 17","Afternoon1",1.71469387755102,"C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 17-Control","C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 17-Control-Afternoon1-Silent.wav"
"35",5,"Spectrogram 1",1,57.2555782312925,58.9702721088435,1,1,"YB","Afternoon","S","Control","","","","Song 17","Afternoon1",1.71469387755102,"C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 17-Control","C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 17-Control-Afternoon1-Silent.wav"
"6",6,"Waveform 1",1,68.9702721088435,71.2619954648526,1,1,"YB","Afternoon","S","Fast","","","","Song 1","Afternoon1",2.29172335600907,"C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 1-Fast","C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 1-Fast-Afternoon1-Silent.wav"
"36",6,"Spectrogram 1",1,68.9702721088435,71.2619954648526,1,1,"YB","Afternoon","S","Fast","","","","Song 1","Afternoon1",2.29172335600907,"C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 1-Fast","C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 1-Fast-Afternoon1-Silent.wav"
"7",7,"Waveform 1",1,81.2619954648526,82.8865759637188,1,1,"YB","Afternoon","S","Slow","","","","Song 8","Afternoon1",1.62458049886621,"C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 8-Slow","C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 8-Slow-Afternoon1-Silent.wav"
"37",7,"Spectrogram 1",1,81.2619954648526,82.8865759637188,1,1,"YB","Afternoon","S","Slow","","","","Song 8","Afternoon1",1.62458049886621,"C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 8-Slow","C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 8-Slow-Afternoon1-Silent.wav"
"8",8,"Waveform 1",1,92.8865759637188,94.6012698412698,1,1,"YB","Afternoon","S","Control","","","","Song 17","Afternoon1",1.71469387755102,"C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 17-Control","C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 17-Control-Afternoon1-Silent.wav"
"38",8,"Spectrogram 1",1,92.8865759637188,94.6012698412698,1,1,"YB","Afternoon","S","Control","","","","Song 17","Afternoon1",1.71469387755102,"C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 17-Control","C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 17-Control-Afternoon1-Silent.wav"
"9",9,"Waveform 1",1,104.60126984127,106.892993197279,1,1,"YB","Afternoon","S","Fast","","","","Song 1","Afternoon1",2.29172335600907,"C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 1-Fast","C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 1-Fast-Afternoon1-Silent.wav"
"39",9,"Spectrogram 1",1,104.60126984127,106.892993197279,1,1,"YB","Afternoon","S","Fast","","","","Song 1","Afternoon1",2.29172335600907,"C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 1-Fast","C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 1-Fast-Afternoon1-Silent.wav"
"10",10,"Waveform 1",1,116.892993197279,118.517573696145,1,1,"YB","Afternoon","S","Slow","","","","Song 8","Afternoon1",1.62458049886621,"C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 8-Slow","C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 8-Slow-Afternoon1-Silent.wav"
"40",10,"Spectrogram 1",1,116.892993197279,118.517573696145,1,1,"YB","Afternoon","S","Slow","","","","Song 8","Afternoon1",1.62458049886621,"C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 8-Slow","C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 8-Slow-Afternoon1-Silent.wav"
"11",11,"Waveform 1",1,128.517573696145,130.809297052154,1,1,"YB","Afternoon","S","Fast","","","","Song 1","Afternoon1",2.29172335600907,"C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 1-Fast","C:/Users/Alan Nielsen/Documents/GitHub/Song Matching Experiment/Simulated/For Loop/Stimuli/Afternoon/Song 1-Fast-Afternoon1-Silent.wav"
