Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Waveform 1	1	0.000000000	3.040935673	0.0	22050.0
1	Spectrogram 1	1	0.000000000	3.040935673	0.0	22050.0
2	Waveform 1	1	10.994152047	14.912280702	0.0	22050.0
2	Spectrogram 1	1	10.994152047	14.912280702	0.0	22050.0
3	Waveform 1	1	22.514619883	26.023391813	0.0	22050.0
3	Spectrogram 1	1	22.514619883	26.023391813	0.0	22050.0
4	Waveform 1	1	33.918128655	37.309941520	0.0	22050.0
4	Spectrogram 1	1	33.918128655	37.309941520	0.0	22050.0
5	Waveform 1	1	44.795321637	47.251461988	0.0	22050.0
5	Spectrogram 1	1	44.795321637	47.251461988	0.0	22050.0
6	Waveform 1	1	56.125841257	59.751572251	0.0	22050.0
6	Spectrogram 1	1	56.125841257	59.751572251	0.0	22050.0
7	Waveform 1	1	67.997186286	71.739876345	0.0	22050.0
7	Spectrogram 1	1	67.997186286	71.739876345	0.0	22050.0
8	Waveform 1	1	79.693092719	84.312975760	0.0	22050.0
8	Spectrogram 1	1	79.693092719	84.312975760	0.0	22050.0
9	Waveform 1	1	92.149233070	95.716484532	0.0	22050.0
9	Spectrogram 1	1	92.149233070	95.716484532	0.0	22050.0
10	Waveform 1	1	104.093947766	106.784006245	0.0	22050.0
10	Spectrogram 1	1	104.093947766	106.784006245	0.0	22050.0
11	Waveform 1	1	116.140731392	118.947748935	0.0	22050.0
11	Spectrogram 1	1	116.140731392	118.947748935	0.0	22050.0
12	Waveform 1	1	128.012076421	131.637807415	0.0	22050.0
12	Spectrogram 1	1	128.012076421	131.637807415	0.0	22050.0
13	Waveform 1	1	140.117339579	144.093947766	0.0	22050.0
13	Spectrogram 1	1	140.117339579	144.093947766	0.0	22050.0
14	Waveform 1	1	151.169971158	154.444824959	0.0	22050.0
14	Spectrogram 1	1	151.169971158	154.444824959	0.0	22050.0
15	Waveform 1	1	162.739271559	166.598920681	0.0	22050.0
15	Spectrogram 1	1	162.739271559	166.598920681	0.0	22050.0
16	Waveform 1	1	174.961493781	177.300675067	0.0	22050.0
16	Spectrogram 1	1	174.961493781	177.300675067	0.0	22050.0
17	Waveform 1	1	186.365002553	189.815294950	0.0	22050.0
17	Spectrogram 1	1	186.365002553	189.815294950	0.0	22050.0
18	Waveform 1	1	198.177868050	201.628160447	0.0	22050.0
18	Spectrogram 1	1	198.177868050	201.628160447	0.0	22050.0
19	Waveform 1	1	209.568983001	212.609918673	0.0	22050.0
19	Spectrogram 1	1	209.568983001	212.609918673	0.0	22050.0
20	Waveform 1	1	221.323368966	224.130386510	0.0	22050.0
20	Spectrogram 1	1	221.323368966	224.130386510	0.0	22050.0
21	Waveform 1	1	232.609918673	235.884772475	0.0	22050.0
21	Spectrogram 1	1	232.609918673	235.884772475	0.0	22050.0
22	Waveform 1	1	243.861050106	246.960465311	0.0	22050.0
22	Spectrogram 1	1	243.861050106	246.960465311	0.0	22050.0
23	Waveform 1	1	255.030640749	258.071576422	0.0	22050.0
23	Spectrogram 1	1	255.030640749	258.071576422	0.0	22050.0
24	Waveform 1	1	266.200231393	269.416605662	0.0	22050.0
24	Spectrogram 1	1	266.200231393	269.416605662	0.0	22050.0
25	Waveform 1	1	277.603740164	280.820114433	0.0	22050.0
25	Spectrogram 1	1	277.603740164	280.820114433	0.0	22050.0
26	Waveform 1	1	288.656371743	292.632979931	0.0	22050.0
26	Spectrogram 1	1	288.656371743	292.632979931	0.0	22050.0
27	Waveform 1	1	300.679563365	303.662019505	0.0	22050.0
27	Spectrogram 1	1	300.679563365	303.662019505	0.0	22050.0
28	Waveform 1	1	311.264358687	315.474885002	0.0	22050.0
28	Spectrogram 1	1	311.264358687	315.474885002	0.0	22050.0
29	Waveform 1	1	324.129855763	327.638627692	0.0	22050.0
29	Spectrogram 1	1	324.129855763	327.638627692	0.0	22050.0
30	Waveform 1	1	336.001200792	338.191337868	0.0	22050.0
30	Spectrogram 1	1	336.001200792	338.191337868	0.0	22050.0
