Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Waveform 1	1	0.000000000	2.573099415	0.0	22050.0
1	Spectrogram 1	1	0.000000000	2.573099415	0.0	22050.0
2	Waveform 1	1	11.959064327	14.327485380	0.0	22050.0
2	Spectrogram 1	1	11.959064327	14.327485380	0.0	22050.0
3	Waveform 1	1	23.479532164	26.403508772	0.0	22050.0
3	Spectrogram 1	1	23.479532164	26.403508772	0.0	22050.0
4	Waveform 1	1	36.074800089	38.618659738	0.0	22050.0
4	Spectrogram 1	1	36.074800089	38.618659738	0.0	22050.0
5	Waveform 1	1	48.267782545	51.133279621	0.0	22050.0
5	Spectrogram 1	1	48.267782545	51.133279621	0.0	22050.0
6	Waveform 1	1	60.197607106	63.150823480	0.0	22050.0
6	Spectrogram 1	1	60.197607106	63.150823480	0.0	22050.0
7	Waveform 1	1	71.914275795	74.575094509	0.0	22050.0
7	Spectrogram 1	1	71.914275795	74.575094509	0.0	22050.0
8	Waveform 1	1	83.902579889	86.621878135	0.0	22050.0
8	Spectrogram 1	1	83.902579889	86.621878135	0.0	22050.0
9	Waveform 1	1	95.890883983	98.639421994	0.0	22050.0
9	Spectrogram 1	1	95.890883983	98.639421994	0.0	22050.0
10	Waveform 1	1	107.434220648	110.241238192	0.0	22050.0
10	Spectrogram 1	1	107.434220648	110.241238192	0.0	22050.0
11	Waveform 1	1	119.100887315	121.469308367	0.0	22050.0
11	Spectrogram 1	1	119.100887315	121.469308367	0.0	22050.0
12	Waveform 1	1	130.270477958	133.019015969	0.0	22050.0
12	Spectrogram 1	1	130.270477958	133.019015969	0.0	22050.0
13	Waveform 1	1	142.315120635	144.625062156	0.0	22050.0
13	Spectrogram 1	1	142.315120635	144.625062156	0.0	22050.0
14	Waveform 1	1	154.157225898	156.467167419	0.0	22050.0
14	Spectrogram 1	1	154.157225898	156.467167419	0.0	22050.0
15	Waveform 1	1	165.268337009	167.870676191	0.0	22050.0
15	Spectrogram 1	1	165.268337009	167.870676191	0.0	22050.0
16	Waveform 1	1	176.497089972	179.070189387	0.0	22050.0
16	Spectrogram 1	1	176.497089972	179.070189387	0.0	22050.0
17	Waveform 1	1	188.543873598	191.292411609	0.0	22050.0
17	Spectrogram 1	1	188.543873598	191.292411609	0.0	22050.0
18	Waveform 1	1	200.694578625	203.472356403	0.0	22050.0
18	Spectrogram 1	1	200.694578625	203.472356403	0.0	22050.0
19	Waveform 1	1	212.799841783	215.694578625	0.0	22050.0
19	Spectrogram 1	1	212.799841783	215.694578625	0.0	22050.0
20	Waveform 1	1	225.237974861	227.840314043	0.0	22050.0
20	Spectrogram 1	1	225.237974861	227.840314043	0.0	22050.0
21	Waveform 1	1	236.787682464	239.302302347	0.0	22050.0
21	Spectrogram 1	1	236.787682464	239.302302347	0.0	22050.0
22	Waveform 1	1	248.644577962	251.246917144	0.0	22050.0
22	Spectrogram 1	1	248.644577962	251.246917144	0.0	22050.0
23	Waveform 1	1	260.457443459	263.118262173	0.0	22050.0
23	Spectrogram 1	1	260.457443459	263.118262173	0.0	22050.0
24	Waveform 1	1	272.393587050	275.083645529	0.0	22050.0
24	Spectrogram 1	1	272.393587050	275.083645529	0.0	22050.0
25	Waveform 1	1	284.703528570	287.042709857	0.0	22050.0
25	Spectrogram 1	1	284.703528570	287.042709857	0.0	22050.0
26	Waveform 1	1	296.048557810	298.972534418	0.0	22050.0
26	Spectrogram 1	1	296.048557810	298.972534418	0.0	22050.0
27	Waveform 1	1	308.212994516	310.581415569	0.0	22050.0
27	Spectrogram 1	1	308.212994516	310.581415569	0.0	22050.0
28	Waveform 1	1	320.259778142	322.715918493	0.0	22050.0
28	Spectrogram 1	1	320.259778142	322.715918493	0.0	22050.0
29	Waveform 1	1	332.319217358	335.155474668	0.0	22050.0
29	Spectrogram 1	1	332.319217358	335.155474668	0.0	22050.0
30	Waveform 1	1	344.190562387	346.734422036	0.0	22050.0
30	Spectrogram 1	1	344.190562387	346.734422036	0.0	22050.0
